InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536384,22748,POPPY'S PLAYHOUSE KITCHEN,20,2011-05-13 16:52:00,2.1,,Netherlands
536385,85099B,JUMBO BAG RED RETROSPOT,20,2011-12-26 12:09:00,1.65,12396,Germany
536385,84029E,RED WOOLLY HOTTIE WHITE HEART,8,2011-12-26 12:09:00,3.39,12396,Germany
536385,21730,GLASS STAR FROSTED T-LIGHT HOLDER,24,2011-12-26 12:09:00,4.25,12396,Germany
536385,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-12-26 12:09:00,4.25,12396,Germany
536385,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18,2011-12-26 12:09:00,3.39,12396,Germany
536386,22752,SET 7 BABUSHKA NESTING BOXES,9,2011-03-27 09:00:00,7.65,12400,Belgium
536386,47566,PARTY BUNTING,1,2011-03-27 09:00:00,4.95,12400,Belgium
536386,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-03-27 09:00:00,7.65,12400,Belgium
536387,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,2010-10-24 11:12:00,2.55,12420,Belgium
536387,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2010-10-24 11:12:00,3.75,12420,Belgium
536387,85123A,WHITE HANGING HEART T-LIGHT HOLDER,20,2010-10-24 11:12:00,2.55,12420,Belgium
536387,22752,SET 7 BABUSHKA NESTING BOXES,24,2010-10-24 11:12:00,7.65,12420,Belgium
536388,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,2011-06-13 18:11:00,3.39,12408,Australia
536388,47566,PARTY BUNTING,7,2011-06-13 18:11:00,4.95,12408,Australia
536389,22748,POPPY'S PLAYHOUSE KITCHEN,5,2011-04-25 16:58:00,2.1,12355,Germany
536390,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-10-04 15:31:00,4.25,12403,Spain
536390,71053,WHITE METAL LANTERN,11,2011-10-04 15:31:00,3.39,12403,Spain
536390,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2011-10-04 15:31:00,2.55,12403,Spain
536390,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2011-10-04 15:31:00,1.69,12403,Spain
536390,22745,POPPY'S PLAYHOUSE BEDROOM,23,2011-10-04 15:31:00,2.1,12403,Spain
536390,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,14,2011-10-04 15:31:00,3.75,12403,Spain
536391,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-08-21 18:10:00,2.55,12366,Belgium
536391,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2011-08-21 18:10:00,1.69,12366,Belgium
536391,47566,PARTY BUNTING,7,2011-08-21 18:10:00,4.95,12366,Belgium
536391,71053,WHITE METAL LANTERN,10,2011-08-21 18:10:00,3.39,12366,Belgium
536392,22745,POPPY'S PLAYHOUSE BEDROOM,9,2011-02-11 17:10:00,2.1,12393,Switzerland
536393,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-01-28 15:24:00,2.55,12356,France
536393,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,20,2011-01-28 15:24:00,3.39,12356,France
536393,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,20,2011-01-28 15:24:00,3.75,12356,France
C536394,22632,HAND WARMER RED POLKA DOT,-12,2011-12-22 17:50:00,1.85,12356,Belgium
C536394,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,-6,2011-12-22 17:50:00,3.75,12356,Belgium
C536394,85099B,JUMBO BAG RED RETROSPOT,-4,2011-12-22 17:50:00,1.65,12356,Belgium
C536394,71053,WHITE METAL LANTERN,-5,2011-12-22 17:50:00,3.39,12356,Belgium
C536394,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-6,2011-12-22 17:50:00,3.39,12356,Belgium
C536394,47566,PARTY BUNTING,-1,2011-12-22 17:50:00,4.95,12356,Belgium
536395,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,15,2010-11-14 10:01:00,3.39,,United Kingdom
536395,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2010-11-14 10:01:00,3.39,,United Kingdom
536395,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-11-14 10:01:00,2.55,,United Kingdom
536396,22745,POPPY'S PLAYHOUSE BEDROOM,2,2010-04-06 16:19:00,2.1,12363,Netherlands
536396,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2010-04-06 16:19:00,3.39,12363,Netherlands
536397,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,10,2011-03-19 10:17:00,3.75,12381,Germany
536397,71053,WHITE METAL LANTERN,12,2011-03-19 10:17:00,3.39,12381,Germany
536397,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,22,2011-03-19 10:17:00,3.39,12381,Germany
536397,22748,POPPY'S PLAYHOUSE KITCHEN,24,2011-03-19 10:17:00,2.1,12381,Germany
536398,47566,PARTY BUNTING,13,2011-12-21 08:20:00,4.95,12425,United Kingdom
536399,22752,SET 7 BABUSHKA NESTING BOXES,17,2010-12-03 17:26:00,7.65,12389,France
536399,85099B,JUMBO BAG RED RETROSPOT,15,2010-12-03 17:26:00,1.65,12389,France
536399,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2010-12-03 17:26:00,4.25,12389,France
536399,84406B,CREAM CUPID HEARTS COAT HANGER,13,2010-12-03 17:26:00,2.75,12389,France
536400,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,16,2011-04-27 08:40:00,3.75,12412,United Kingdom
536400,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-04-27 08:40:00,2.55,12412,United Kingdom
536401,47566,PARTY BUNTING,16,2011-04-03 14:10:00,4.95,12366,Switzerland
536402,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,23,2011-07-27 15:59:00,3.39,12420,Australia
536403,22633,HAND WARMER UNION JACK,20,2010-08-19 10:19:00,1.85,12399,Germany
536403,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-08-19 10:19:00,1.69,12399,Germany
536403,84879,ASSORTED COLOUR BIRD ORNAMENT,23,2010-08-19 10:19:00,1.69,12399,Germany
536403,84406B,CREAM CUPID HEARTS COAT HANGER,19,2010-08-19 10:19:00,2.75,12399,Germany
536404,22752,SET 7 BABUSHKA NESTING BOXES,13,2011-10-06 08:46:00,7.65,12391,Switzerland
536404,85099B,JUMBO BAG RED RETROSPOT,9,2011-10-06 08:46:00,1.65,12391,Switzerland
536404,22632,HAND WARMER RED POLKA DOT,14,2011-10-06 08:46:00,1.85,12391,Switzerland
536404,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-10-06 08:46:00,2.55,12391,Switzerland
536404,85099B,JUMBO BAG RED RETROSPOT,11,2011-10-06 08:46:00,1.65,12391,Switzerland
536405,22752,SET 7 BABUSHKA NESTING BOXES,10,2011-07-03 10:11:00,7.65,12378,Belgium
536405,84406B,CREAM CUPID HEARTS COAT HANGER,23,2011-07-03 10:11:00,2.75,12378,Belgium
536405,22632,HAND WARMER RED POLKA DOT,1,2011-07-03 10:11:00,1.85,12378,Belgium
536406,22752,SET 7 BABUSHKA NESTING BOXES,15,2011-07-04 14:25:00,7.65,12423,United Kingdom
536406,84406B,CREAM CUPID HEARTS COAT HANGER,21,2011-07-04 14:25:00,2.75,12423,United Kingdom
536406,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-07-04 14:25:00,2.55,12423,United Kingdom
536407,85099B,JUMBO BAG RED RETROSPOT,17,2010-09-25 18:03:00,1.65,12395,Belgium
536407,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,12,2010-09-25 18:03:00,3.75,12395,Belgium
536407,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2010-09-25 18:03:00,3.39,12395,Belgium
536407,84879,ASSORTED COLOUR BIRD ORNAMENT,17,2010-09-25 18:03:00,1.69,12395,Belgium
536407,22752,SET 7 BABUSHKA NESTING BOXES,24,2010-09-25 18:03:00,7.65,12395,Belgium
536408,84406B,CREAM CUPID HEARTS COAT HANGER,8,2010-03-13 10:53:00,2.75,12374,Australia
536408,22748,POPPY'S PLAYHOUSE KITCHEN,11,2010-03-13 10:53:00,2.1,12374,Australia
536408,47566,PARTY BUNTING,21,2010-03-13 10:53:00,4.95,12374,Australia
536409,22745,POPPY'S PLAYHOUSE BEDROOM,3,2011-09-24 17:52:00,2.1,12363,Netherlands
536409,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,21,2011-09-24 17:52:00,3.39,12363,Netherlands
536410,47566,PARTY BUNTING,6,2011-04-08 15:18:00,4.95,12399,United Kingdom
536410,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-04-08 15:18:00,2.55,12399,United Kingdom
536410,84879,ASSORTED COLOUR BIRD ORNAMENT,10,2011-04-08 15:18:00,1.69,12399,United Kingdom
536410,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-04-08 15:18:00,2.55,12399,United Kingdom
536411,22752,SET 7 BABUSHKA NESTING BOXES,6,2011-07-08 09:17:00,7.65,12392,Belgium
536412,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2011-05-15 17:44:00,3.39,12392,France
536412,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,2011-05-15 17:44:00,3.75,12392,France
536413,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,20,2011-10-26 14:50:00,3.75,12422,Spain
536413,85099B,JUMBO BAG RED RETROSPOT,14,2011-10-26 14:50:00,1.65,12422,Spain
536413,22632,HAND WARMER RED POLKA DOT,9,2011-10-26 14:50:00,1.85,12422,Spain
536413,22745,POPPY'S PLAYHOUSE BEDROOM,18,2011-10-26 14:50:00,2.1,12422,Spain
536413,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2011-10-26 14:50:00,4.25,12422,Spain
536414,85099B,JUMBO BAG RED RETROSPOT,4,2011-07-27 16:30:00,1.65,,Germany
536414,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,18,2011-07-27 16:30:00,3.75,,Germany
536414,22748,POPPY'S PLAYHOUSE KITCHEN,10,2011-07-27 16:30:00,2.1,,Germany
536414,84879,ASSORTED COLOUR BIRD ORNAMENT,14,2011-07-27 16:30:00,1.69,,Germany
536414,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17,2011-07-27 16:30:00,3.39,,Germany
536415,22748,POPPY'S PLAYHOUSE KITCHEN,5,2011-11-10 18:16:00,2.1,12406,Australia
536415,71053,WHITE METAL LANTERN,19,2011-11-10 18:16:00,3.39,12406,Australia
536415,47566,PARTY BUNTING,19,2011-11-10 18:16:00,4.95,12406,Australia
536415,21730,GLASS STAR FROSTED T-LIGHT HOLDER,20,2011-11-10 18:16:00,4.25,12406,Australia
536415,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-11-10 18:16:00,2.55,12406,Australia
536415,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,23,2011-11-10 18:16:00,3.39,12406,Australia
536416,85099B,JUMBO BAG RED RETROSPOT,17,2010-09-07 13:47:00,1.65,12371,Germany
536416,84879,ASSORTED COLOUR BIRD ORNAMENT,22,2010-09-07 13:47:00,1.69,12371,Germany
536416,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2010-09-07 13:47:00,4.25,12371,Germany
536417,22752,SET 7 BABUSHKA NESTING BOXES,24,2011-11-26 15:06:00,7.65,12399,Spain
536417,84406B,CREAM CUPID HEARTS COAT HANGER,9,2011-11-26 15:06:00,2.75,12399,Spain
536417,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2011-11-26 15:06:00,3.75,12399,Spain
536418,71053,WHITE METAL LANTERN,2,2011-02-06 10:02:00,3.39,12407,Germany
536419,22633,HAND WARMER UNION JACK,4,2011-05-11 09:22:00,1.85,12398,Spain
536419,71053,WHITE METAL LANTERN,14,2011-05-11 09:22:00,3.39,12398,Spain
536419,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2011-05-11 09:22:00,2.55,12398,Spain
536419,85099B,JUMBO BAG RED RETROSPOT,20,2011-05-11 09:22:00,1.65,12398,Spain
536419,84879,ASSORTED COLOUR BIRD ORNAMENT,20,2011-05-11 09:22:00,1.69,12398,Spain
536419,84406B,CREAM CUPID HEARTS COAT HANGER,11,2011-05-11 09:22:00,2.75,12398,Spain
C536420,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-2,2011-08-04 09:10:00,4.25,12385,Spain
C536420,84029E,RED WOOLLY HOTTIE WHITE HEART,-5,2011-08-04 09:10:00,3.39,12385,Spain
C536420,22745,POPPY'S PLAYHOUSE BEDROOM,-5,2011-08-04 09:10:00,2.1,12385,Spain
C536420,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-9,2011-08-04 09:10:00,3.39,12385,Spain
C536420,71053,WHITE METAL LANTERN,-11,2011-08-04 09:10:00,3.39,12385,Spain
536421,71053,WHITE METAL LANTERN,21,2011-11-27 10:18:00,3.39,12418,Belgium
536421,22752,SET 7 BABUSHKA NESTING BOXES,13,2011-11-27 10:18:00,7.65,12418,Belgium
536421,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18,2011-11-27 10:18:00,3.39,12418,Belgium
536422,22633,HAND WARMER UNION JACK,15,2011-05-18 16:18:00,1.85,12406,Spain
536423,22632,HAND WARMER RED POLKA DOT,5,2011-08-23 18:48:00,1.85,12374,United Kingdom
536423,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,2011-08-23 18:48:00,3.39,12374,United Kingdom
536423,22745,POPPY'S PLAYHOUSE BEDROOM,16,2011-08-23 18:48:00,2.1,12374,United Kingdom
536423,22632,HAND WARMER RED POLKA DOT,6,2011-08-23 18:48:00,1.85,12374,United Kingdom
536423,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2011-08-23 18:48:00,3.39,12374,United Kingdom
536424,22752,SET 7 BABUSHKA NESTING BOXES,15,2011-10-28 11:03:00,7.65,12394,France
536424,84879,ASSORTED COLOUR BIRD ORNAMENT,11,2011-10-28 11:03:00,1.69,12394,France
536424,22748,POPPY'S PLAYHOUSE KITCHEN,20,2011-10-28 11:03:00,2.1,12394,France
536424,22633,HAND WARMER UNION JACK,14,2011-10-28 11:03:00,1.85,12394,France
536424,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,21,2011-10-28 11:03:00,3.75,12394,France
536424,71053,WHITE METAL LANTERN,21,2011-10-28 11:03:00,3.39,12394,France
536425,22748,POPPY'S PLAYHOUSE KITCHEN,5,2010-06-26 09:00:00,2.1,12391,Belgium
536425,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2010-06-26 09:00:00,4.25,12391,Belgium
536425,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,12,2010-06-26 09:00:00,3.75,12391,Belgium
536425,84406B,CREAM CUPID HEARTS COAT HANGER,15,2010-06-26 09:00:00,2.75,12391,Belgium
536425,71053,WHITE METAL LANTERN,16,2010-06-26 09:00:00,3.39,12391,Belgium
536425,21730,GLASS STAR FROSTED T-LIGHT HOLDER,23,2010-06-26 09:00:00,4.25,12391,Belgium
536426,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-03-19 17:58:00,2.55,12409,Switzerland
536426,84406B,CREAM CUPID HEARTS COAT HANGER,23,2010-03-19 17:58:00,2.75,12409,Switzerland
536426,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2010-03-19 17:58:00,4.25,12409,Switzerland
536426,47566,PARTY BUNTING,12,2010-03-19 17:58:00,4.95,12409,Switzerland
C536427,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-3,2010-06-24 15:59:00,4.25,12366,Australia
C536427,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-7,2010-06-24 15:59:00,3.39,12366,Australia
C536427,84029E,RED WOOLLY HOTTIE WHITE HEART,-9,2010-06-24 15:59:00,3.39,12366,Australia
C536427,84406B,CREAM CUPID HEARTS COAT HANGER,-2,2010-06-24 15:59:00,2.75,12366,Australia
536428,84406B,CREAM CUPID HEARTS COAT HANGER,18,2010-09-25 08:46:00,2.75,12375,Switzerland
536428,84879,ASSORTED COLOUR BIRD ORNAMENT,20,2010-09-25 08:46:00,1.69,12375,Switzerland
536428,71053,WHITE METAL LANTERN,10,2010-09-25 08:46:00,3.39,12375,Switzerland
536428,85099B,JUMBO BAG RED RETROSPOT,22,2010-09-25 08:46:00,1.65,12375,Switzerland
536428,47566,PARTY BUNTING,15,2010-09-25 08:46:00,4.95,12375,Switzerland
536429,71053,WHITE METAL LANTERN,15,2010-08-22 12:37:00,3.39,12349,Australia
536429,22748,POPPY'S PLAYHOUSE KITCHEN,7,2010-08-22 12:37:00,2.1,12349,Australia
536430,85099B,JUMBO BAG RED RETROSPOT,19,2011-07-23 18:55:00,1.65,12377,Netherlands
536430,85099B,JUMBO BAG RED RETROSPOT,22,2011-07-23 18:55:00,1.65,12377,Netherlands
536430,22633,HAND WARMER UNION JACK,16,2011-07-23 18:55:00,1.85,12377,Netherlands
536430,22633,HAND WARMER UNION JACK,17,2011-07-23 18:55:00,1.85,12377,Netherlands
536431,71053,WHITE METAL LANTERN,24,2011-09-01 14:44:00,3.39,12392,Switzerland
536431,22752,SET 7 BABUSHKA NESTING BOXES,5,2011-09-01 14:44:00,7.65,12392,Switzerland
536431,84406B,CREAM CUPID HEARTS COAT HANGER,9,2011-09-01 14:44:00,2.75,12392,Switzerland
536431,22633,HAND WARMER UNION JACK,7,2011-09-01 14:44:00,1.85,12392,Switzerland
536431,71053,WHITE METAL LANTERN,5,2011-09-01 14:44:00,3.39,12392,Switzerland
536432,47566,PARTY BUNTING,17,2011-12-20 15:34:00,4.95,12413,France
536432,47566,PARTY BUNTING,6,2011-12-20 15:34:00,4.95,12413,France
536432,22633,HAND WARMER UNION JACK,14,2011-12-20 15:34:00,1.85,12413,France
536433,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2010-01-19 18:04:00,3.75,12394,United Kingdom
536433,22745,POPPY'S PLAYHOUSE BEDROOM,18,2010-01-19 18:04:00,2.1,12394,United Kingdom
536433,22633,HAND WARMER UNION JACK,3,2010-01-19 18:04:00,1.85,12394,United Kingdom
536433,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2010-01-19 18:04:00,4.25,12394,United Kingdom
536433,84029E,RED WOOLLY HOTTIE WHITE HEART,22,2010-01-19 18:04:00,3.39,12394,United Kingdom
536433,47566,PARTY BUNTING,23,2010-01-19 18:04:00,4.95,12394,United Kingdom
536434,84879,ASSORTED COLOUR BIRD ORNAMENT,22,2010-07-21 18:02:00,1.69,12361,Germany
536434,22748,POPPY'S PLAYHOUSE KITCHEN,23,2010-07-21 18:02:00,2.1,12361,Germany
536435,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17,2010-05-10 08:06:00,3.39,12400,United Kingdom
536435,85123A,WHITE HANGING HEART T-LIGHT HOLDER,22,2010-05-10 08:06:00,2.55,12400,United Kingdom
536435,85099B,JUMBO BAG RED RETROSPOT,3,2010-05-10 08:06:00,1.65,12400,United Kingdom
536435,47566,PARTY BUNTING,1,2010-05-10 08:06:00,4.95,12400,United Kingdom
536436,22752,SET 7 BABUSHKA NESTING BOXES,1,2010-06-25 09:00:00,7.65,12391,United Kingdom
536437,22633,HAND WARMER UNION JACK,17,2010-12-22 10:04:00,1.85,12419,Netherlands
536437,22748,POPPY'S PLAYHOUSE KITCHEN,15,2010-12-22 10:04:00,2.1,12419,Netherlands
536437,21730,GLASS STAR FROSTED T-LIGHT HOLDER,21,2010-12-22 10:04:00,4.25,12419,Netherlands
